Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Oversampler,Variant,SVM,Model,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_PR_mean,AUC_PR_std,GMean_mean,GMean_std,Generated_Samples_mean,Generated_Samples_std,Resample_Time_mean,Resample_Time_std,Time_per_Generated_ms_mean,Time_per_Generated_ms_std,Model_Fit_Time_mean,Model_Fit_Time_std
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8135,0.0564,0.8377,0.0416,0.733,0.0443,0.8707,0.0204,6.6,2.0736,0.0088,0.0019,1.518,0.8817,0.0034,0.0005
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.8681,0.0404,0.8734,0.031,0.9053,0.0375,0.9042,0.0221,6.6,2.0736,0.0088,0.0019,1.518,0.8817,0.0359,0.0108
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.888,0.0488,0.8737,0.029,0.9185,0.0385,0.9091,0.0193,6.6,2.0736,0.0088,0.0019,1.518,0.8817,0.1932,0.043
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7976,0.0672,0.8384,0.0522,0.7214,0.0649,0.8662,0.0347,35.0,2.2361,0.0126,0.0033,0.3662,0.1222,0.0041,0.0004
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.8538,0.0595,0.8872,0.0169,0.9046,0.0377,0.9065,0.0251,35.0,2.2361,0.0126,0.0033,0.3662,0.1222,0.0326,0.0073
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,0.8654,0.0574,0.8806,0.0304,0.9221,0.0316,0.9061,0.021,35.0,2.2361,0.0126,0.0033,0.3662,0.1222,0.2014,0.0453
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7349,0.0842,0.8943,0.0352,0.6894,0.0629,0.8651,0.0211,71.2,3.9623,0.0566,0.0471,0.8073,0.6926,0.0033,0.0005
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.7862,0.0771,0.9224,0.0295,0.9057,0.0629,0.8983,0.0331,71.2,3.9623,0.0566,0.0471,0.8073,0.6926,0.0352,0.0089
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,RF,0.7838,0.0449,0.9298,0.0348,0.9066,0.0554,0.902,0.0119,71.2,3.9623,0.0566,0.0471,0.8073,0.6926,0.192,0.0392
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BorderlineSMOTE,Baseline,--,DT,0.7686,0.064,0.8318,0.0808,0.6953,0.0745,0.8542,0.0491,124.8,1.0954,0.0057,0.002,0.0459,0.0164,0.0049,0.0009
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BorderlineSMOTE,Baseline,--,LightGBM,0.8426,0.0598,0.8801,0.0329,0.8987,0.0324,0.8992,0.0219,124.8,1.0954,0.0057,0.002,0.0459,0.0164,0.0382,0.0027
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BorderlineSMOTE,Baseline,--,RF,0.8465,0.0424,0.9155,0.019,0.9008,0.037,0.9173,0.0094,124.8,1.0954,0.0057,0.002,0.0459,0.0164,0.2217,0.0486
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.7433,0.0941,0.8724,0.0703,0.6887,0.0838,0.859,0.0393,7.8,0.4472,0.036,0.0011,4.6228,0.2169,0.0029,0.0003
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.8263,0.0666,0.9084,0.0196,0.9006,0.054,0.9069,0.018,7.8,0.4472,0.036,0.0011,4.6228,0.2169,0.0297,0.0079
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.843,0.0554,0.9158,0.0307,0.9139,0.0502,0.9155,0.0108,7.8,0.4472,0.036,0.0011,4.6228,0.2169,0.1725,0.0174
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.7586,0.0999,0.8798,0.0418,0.7057,0.0893,0.8684,0.0368,21.4,3.1305,0.0487,0.0126,2.3193,0.7583,0.0035,0.0007
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.8101,0.0706,0.9015,0.0295,0.9034,0.0529,0.8983,0.0269,21.4,3.1305,0.0487,0.0126,2.3193,0.7583,0.0299,0.0079
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.8473,0.059,0.9018,0.0376,0.9206,0.0378,0.9099,0.007,21.4,3.1305,0.0487,0.0126,2.3193,0.7583,0.1907,0.0371
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,KMeansSMOTE,Baseline,--,DT,0.8109,0.0427,0.8379,0.02,0.7321,0.0412,0.8712,0.0186,124.8,1.0954,0.0129,0.0016,0.1035,0.0126,0.0042,0.0005
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,KMeansSMOTE,Baseline,--,LightGBM,0.8691,0.0474,0.8803,0.0191,0.9159,0.0442,0.9079,0.0208,124.8,1.0954,0.0129,0.0016,0.1035,0.0126,0.0406,0.0021
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,KMeansSMOTE,Baseline,--,RF,0.8785,0.0526,0.8877,0.0276,0.9274,0.023,0.913,0.0113,124.8,1.0954,0.0129,0.0016,0.1035,0.0126,0.1814,0.0057
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,None,None,--,DT,0.8131,0.0677,0.8236,0.0371,0.725,0.044,0.8632,0.0128,0.0,0.0,0.0011,0.0003,,,0.0037,0.0008
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,None,None,--,LightGBM,0.8686,0.0259,0.8801,0.021,0.9019,0.0524,0.9076,0.0136,0.0,0.0,0.0011,0.0003,,,0.0319,0.0075
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,None,None,--,RF,0.877,0.0435,0.8877,0.0368,0.9194,0.0319,0.913,0.0201,0.0,0.0,0.0011,0.0003,,,0.1926,0.0473
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SMOTE,Baseline,--,DT,0.7954,0.0933,0.8313,0.0269,0.7161,0.0821,0.8609,0.0331,124.8,1.0954,0.0037,0.0007,0.0297,0.0054,0.0045,0.001
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SMOTE,Baseline,--,LightGBM,0.8313,0.0494,0.8944,0.0254,0.9013,0.0487,0.9035,0.0255,124.8,1.0954,0.0037,0.0007,0.0297,0.0054,0.0465,0.0129
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SMOTE,Baseline,--,RF,0.8507,0.0381,0.9089,0.0389,0.9119,0.043,0.9155,0.0163,124.8,1.0954,0.0037,0.0007,0.0297,0.0054,0.2143,0.0472
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SVMSMOTE,Baseline,--,DT,0.8166,0.0816,0.8451,0.0394,0.7409,0.0771,0.8747,0.0349,124.8,1.0954,0.0108,0.0013,0.0865,0.0109,0.0049,0.0014
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SVMSMOTE,Baseline,--,LightGBM,0.8546,0.0601,0.8944,0.0254,0.9041,0.0387,0.9101,0.0288,124.8,1.0954,0.0108,0.0013,0.0865,0.0109,0.0431,0.0027
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,SVMSMOTE,Baseline,--,RF,0.8369,0.0616,0.9089,0.0389,0.9024,0.0546,0.9103,0.0219,124.8,1.0954,0.0108,0.0013,0.0865,0.0109,0.1941,0.006
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,ADASYN,Baseline,--,DT,0.7292,0.0476,0.9042,0.036,0.6641,0.0429,0.9414,0.0179,3453.6,0.8944,0.0132,0.0035,0.0038,0.001,0.0679,0.0126
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,ADASYN,Baseline,--,LightGBM,0.8032,0.0219,0.9196,0.0078,0.9226,0.0167,0.9527,0.0039,3453.6,0.8944,0.0132,0.0035,0.0038,0.001,0.1794,0.0437
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,ADASYN,Baseline,--,RF,0.8373,0.0482,0.8816,0.0551,0.8972,0.02,0.9339,0.0303,3453.6,0.8944,0.0132,0.0035,0.0038,0.001,2.467,0.6344
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7343,0.0433,0.7856,0.0324,0.5883,0.0381,0.8789,0.0179,21.0,0.0,0.1212,0.0266,5.7709,1.268,0.0166,0.0004
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.8448,0.0132,0.8124,0.0269,0.9163,0.0187,0.8974,0.0147,21.0,0.0,0.1212,0.0266,5.7709,1.268,0.092,0.0198
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.8701,0.0273,0.7628,0.053,0.9086,0.0103,0.8701,0.0303,21.0,0.0,0.1212,0.0266,5.7709,1.268,0.686,0.0572
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.7315,0.0373,0.7742,0.053,0.578,0.037,0.8722,0.0289,11.0,0.0,0.3892,0.4717,35.3831,42.8792,0.0191,0.0043
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.8596,0.0271,0.8163,0.0386,0.9158,0.024,0.8998,0.021,11.0,0.0,0.3892,0.4717,35.3831,42.8792,0.102,0.0224
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.8671,0.0219,0.7474,0.0495,0.902,0.0122,0.8613,0.0286,11.0,0.0,0.3892,0.4717,35.3831,42.8792,0.7423,0.1558
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.7882,0.0477,0.8048,0.0504,0.6455,0.0612,0.8912,0.0282,347.0,1.0,0.015,0.0009,0.0433,0.0027,0.0219,0.0008
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.8795,0.0194,0.8085,0.0265,0.9162,0.0228,0.8962,0.0146,347.0,1.0,0.015,0.0009,0.0433,0.0027,0.091,0.0074
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.9052,0.026,0.7322,0.0755,0.9141,0.0271,0.8529,0.0444,347.0,1.0,0.015,0.0009,0.0433,0.0027,0.8378,0.0225
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7611,0.0465,0.759,0.0691,0.5904,0.0577,0.8644,0.0392,173.6,0.5477,0.1459,0.012,0.8401,0.0686,0.0205,0.0016
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.8941,0.0231,0.8048,0.0395,0.9247,0.0257,0.8945,0.0222,173.6,0.5477,0.1459,0.012,0.8401,0.0686,0.0867,0.0012
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,0.9143,0.0434,0.7399,0.0772,0.9152,0.0165,0.8575,0.0459,173.6,0.5477,0.1459,0.012,0.8401,0.0686,0.7602,0.0088
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,DT,0.692,0.0547,0.8966,0.0394,0.6257,0.0493,0.9357,0.0194,2735.4,20.2312,0.6065,0.5913,0.2216,0.2162,0.0527,0.0112
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.7829,0.0382,0.9003,0.0419,0.9201,0.0272,0.9417,0.0213,2735.4,20.2312,0.6065,0.5913,0.2216,0.2162,0.1216,0.0317
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BSSMOTE w/o SVM,w/o SVM,--,RF,0.8256,0.0234,0.9044,0.0348,0.8969,0.0239,0.9457,0.0184,2735.4,20.2312,0.6065,0.5913,0.2216,0.2162,1.9415,0.9247
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BorderlineSMOTE,Baseline,--,DT,0.7253,0.0449,0.8546,0.0338,0.6285,0.0573,0.9157,0.0193,3453.6,0.8944,0.016,0.004,0.0046,0.0012,0.0783,0.0101
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BorderlineSMOTE,Baseline,--,LightGBM,0.8311,0.0259,0.8852,0.0295,0.9247,0.0209,0.9359,0.0162,3453.6,0.8944,0.016,0.004,0.0046,0.0012,0.1211,0.0122
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,BorderlineSMOTE,Baseline,--,RF,0.8599,0.0314,0.828,0.0684,0.8896,0.0209,0.9058,0.0387,3453.6,0.8944,0.016,0.004,0.0046,0.0012,2.0366,0.2711
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.7164,0.0693,0.7857,0.0497,0.5752,0.0699,0.878,0.0285,277.0,2.9155,0.4009,0.6379,1.44,2.2848,0.0212,0.0046
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.8529,0.0137,0.8238,0.0366,0.9058,0.0242,0.9038,0.0201,277.0,2.9155,0.4009,0.6379,1.44,2.2848,0.0948,0.0186
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.864,0.0212,0.7552,0.0676,0.8899,0.026,0.8654,0.0391,277.0,2.9155,0.4009,0.6379,1.44,2.2848,0.8162,0.1443
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.7321,0.0405,0.7666,0.0542,0.5735,0.0442,0.868,0.0305,138.8,1.3038,0.3821,0.3444,2.7435,2.4517,0.0172,0.0008
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.8662,0.0391,0.8355,0.0405,0.9199,0.0248,0.9104,0.0224,138.8,1.3038,0.3821,0.3444,2.7435,2.4517,0.0829,0.007
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.8872,0.0055,0.7551,0.0453,0.9057,0.018,0.8663,0.0264,138.8,1.3038,0.3821,0.3444,2.7435,2.4517,0.6735,0.0117
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,KMeansSMOTE,Baseline,--,DT,0.7862,0.0552,0.7476,0.0911,0.604,0.0986,0.8583,0.0533,3453.6,0.8944,0.0328,0.0025,0.0095,0.0007,0.0541,0.0051
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,KMeansSMOTE,Baseline,--,LightGBM,0.8708,0.0567,0.813,0.1085,0.9121,0.0361,0.8969,0.0634,3453.6,0.8944,0.0328,0.0025,0.0095,0.0007,0.1233,0.0273
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,KMeansSMOTE,Baseline,--,RF,0.8998,0.03,0.7398,0.0722,0.9089,0.0128,0.8572,0.0409,3453.6,0.8944,0.0328,0.0025,0.0095,0.0007,1.598,0.3341
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,None,None,--,DT,0.7885,0.0413,0.7819,0.0581,0.6291,0.0625,0.8784,0.0331,0.0,0.0,0.0011,0.0003,,,0.0212,0.0038
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,None,None,--,LightGBM,0.8861,0.0102,0.8049,0.0479,0.9228,0.018,0.8942,0.0267,0.0,0.0,0.0011,0.0003,,,0.0935,0.0096
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,None,None,--,RF,0.9146,0.023,0.7435,0.06,0.9148,0.0168,0.86,0.0349,0.0,0.0,0.0011,0.0003,,,0.7482,0.0627
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SMOTE,Baseline,--,DT,0.7176,0.0599,0.8701,0.0553,0.6317,0.0684,0.923,0.0293,3453.6,0.8944,0.0043,0.0006,0.0012,0.0002,0.0609,0.0038
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SMOTE,Baseline,--,LightGBM,0.8174,0.0425,0.9005,0.0242,0.9216,0.0295,0.9434,0.0132,3453.6,0.8944,0.0043,0.0006,0.0012,0.0002,0.143,0.0344
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SMOTE,Baseline,--,RF,0.8299,0.0422,0.8892,0.0502,0.89,0.0265,0.9377,0.0268,3453.6,0.8944,0.0043,0.0006,0.0012,0.0002,1.7863,0.1178
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,DT,0.7711,0.0289,0.8353,0.0315,0.6532,0.0373,0.9073,0.0171,3453.6,0.8944,0.0865,0.0247,0.0251,0.0072,0.0613,0.0094
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,LightGBM,0.845,0.0219,0.8736,0.0217,0.9251,0.0217,0.9303,0.0112,3453.6,0.8944,0.0865,0.0247,0.0251,0.0072,0.1301,0.0258
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,RF,0.8699,0.0238,0.847,0.0432,0.903,0.0225,0.9168,0.0242,3453.6,0.8944,0.0865,0.0247,0.0251,0.0072,1.7978,0.2778
